#OTUID	taxonomy	USEARCH	SINTAX	UTAX
ASV142	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit
ASV143	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit
ASV144	SS|1.0000|KC965583|SH0885529.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
ASV145	GS|99.1|UDB04123402|SH1070645.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Coniosporium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Coniosporium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Coniosporium	No hit
ASV146	GS|0.0|None;No hit	No hit	No hit	No hit
ASV147	GS|0.0|None;No hit	No hit	No hit	No hit
ASV148	GS|97.0|UDB03518930|SH1213958.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae	No hit
ASV149	GS|0.0|None;No hit	No hit	No hit	No hit
ASV150	GS|100.0|UDB01762750|SH0889153.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Chaetosphaeronema	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Chaetosphaeronema	k:Fungi	No hit
ASV151	GS|0.0|None;No hit	No hit	No hit	No hit
ASV152	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit
ASV153	GS|0.0|None;No hit	No hit	No hit	No hit
ASV154	GS|0.0|None;No hit	No hit	No hit	No hit
ASV155	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Ascomycota	No hit
ASV156	GS|0.0|None;No hit	No hit	No hit	No hit
ASV157	GS|100.0|UDB04946512|SH1276871.09FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	No hit
ASV158	GS|97.6|KP963644|SH1073261.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
ASV159	GS|0.0|None;No hit	No hit	No hit	No hit
ASV160	GS|0.0|None;No hit	No hit	No hit	No hit
ASV161	GS|0.0|None;No hit	No hit	No hit	No hit
ASV162	SS|0.9600|UDB01404513|SH0966141.09FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	No hit
ASV163	SS|1.0000|UDB01286742|SH0890886.09FU;k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae,g:Arrhenia	k:Fungi	No hit
ASV164	GSL|100.0|OL636054|SH1301428.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	k:Fungi	No hit
ASV165	GS|0.0|None;No hit	No hit	No hit	No hit
ASV166	GS|0.0|None;No hit	No hit	No hit	No hit
ASV167	GS|0.0|None;No hit	No hit	No hit	No hit
ASV168	GS|0.0|None;No hit	No hit	No hit	No hit
ASV169	GS|99.5|MT765114|SH1018519.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
ASV170	GS|0.0|None;No hit	No hit	No hit	No hit
ASV171	GS|100.0|UDB02053409|SH1172859.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,g:Neophaeococcomyces	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,g:Neophaeococcomyces	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,g:Neophaeococcomyces	No hit
ASV172	SS|0.9000|KC965221|SH0912873.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
ASV173	GS|0.0|None;No hit	No hit	No hit	No hit
ASV174	GS|0.0|None;No hit	No hit	No hit	No hit
ASV175	GS|93.8|KF028767|SH1072454.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	No hit	No hit
ASV176	GS|99.5|UDB02053403|SH1172859.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,g:Neophaeococcomyces	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,g:Neophaeococcomyces	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,g:Neophaeococcomyces	No hit
ASV177	GS|0.0|None;No hit	No hit	No hit	No hit
ASV178	GS|0.0|None;No hit	No hit	No hit	No hit
ASV179	GS|100.0|UDB02053526|SH1172859.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,g:Neophaeococcomyces	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,g:Neophaeococcomyces	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,g:Neophaeococcomyces	No hit
ASV180	GS|0.0|None;No hit	No hit	No hit	No hit
ASV181	GS|100.0|MH474535|SH1081296.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia fleischhakii	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia fleischhakii	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
ASV182	GS|0.0|None;No hit	No hit	No hit	No hit
ASV183	GS|100.0|UDB05096368|SH1004573.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Podosporaceae,g:Podospora	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Podosporaceae,g:Podospora	k:Fungi	No hit
ASV184	GS|0.0|None;No hit	No hit	No hit	No hit
ASV185	GS|99.6|UDB05329072|SH1167468.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma,s:Entoloma halophilum	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma,s:Entoloma halophilum	No hit
ASV186	GS|0.0|None;No hit	No hit	No hit	No hit
ASV187	GS|0.0|None;No hit	No hit	No hit	No hit
ASV188	GS|0.0|None;No hit	No hit	No hit	No hit
ASV189	GS|93.8|KF028767|SH1072454.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	No hit	No hit
ASV190	SS|1.0000|UDB05846815|SH1111871.09FU;k:Fungi	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae	k:Fungi	No hit
ASV191	SS|1.0000|UDB02747086|SH1097021.09FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes	k:Fungi,p:Ascomycota,c:Lecanoromycetes	k:Fungi,p:Ascomycota,c:Lecanoromycetes	No hit
ASV192	GS|0.0|None;No hit	No hit	No hit	No hit
ASV193	GS|100.0|HQ115714|SH0921791.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	No hit
ASV194	GS|0.0|None;No hit	No hit	No hit	No hit
ASV195	GS|97.6|MF971989|SH0889980.09FU;k:Fungi	k:Fungi	k:Fungi	No hit
ASV196	GS|0.0|None;No hit	No hit	No hit	No hit
ASV197	GS|0.0|None;No hit	No hit	No hit	No hit
ASV198	GS|0.0|None;No hit	No hit	No hit	No hit
ASV199	GS|0.0|None;No hit	No hit	No hit	No hit
ASV200	GS|0.0|None;No hit	No hit	No hit	No hit
ASV201	GS|0.0|None;No hit	No hit	No hit	No hit
ASV202	GS|0.0|None;No hit	No hit	No hit	No hit
ASV203	GS|0.0|None;No hit	No hit	No hit	No hit
ASV204	GS|0.0|None;No hit	No hit	No hit	No hit
ASV205	GS|0.0|None;No hit	No hit	No hit	No hit
ASV206	GS|0.0|None;No hit	No hit	No hit	No hit
ASV207	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
ASV208	SS|1.0000|MF971391|SH0937132.09FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Scutellinia	k:Fungi	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Scutellinia	No hit
ASV209	GS|0.0|None;No hit	No hit	No hit	No hit
ASV210	GS|0.0|None;No hit	No hit	No hit	No hit
ASV211	GS|98.4|EU479772|SH0898370.09FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Oedocephalum	k:Fungi	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Oedocephalum	No hit
ASV212	SS|1.0000|UDB01721141|SH1132687.09FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit
ASV213	SS|1.0000|UDB01530038|SH1231759.09FU;k:Fungi	k:Fungi,p:Blastocladiomycota	k:Fungi	No hit
ASV214	GSL|100.0|EU305606|SH1301527.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	No hit
ASV215	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Rhizaria,p:Cercozoa	No hit
ASV216	GS|0.0|None;No hit	No hit	No hit	No hit
ASV217	GS|0.0|None;No hit	No hit	No hit	No hit
ASV218	GS|0.0|None;No hit	No hit	No hit	No hit
ASV219	GS|0.0|None;No hit	No hit	No hit	No hit
ASV220	GS|0.0|None;No hit	No hit	No hit	No hit
ASV221	GS|0.0|None;No hit	No hit	No hit	No hit
ASV222	GS|0.0|None;No hit	No hit	No hit	No hit
ASV223	GS|0.0|None;No hit	No hit	No hit	No hit
ASV224	GS|0.0|None;No hit	No hit	No hit	No hit
ASV225	GS|0.0|None;No hit	No hit	No hit	No hit
ASV226	GS|0.0|None;No hit	No hit	No hit	No hit
ASV227	GS|99.5|UDB04123402|SH1070645.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Coniosporium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Coniosporium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Coniosporium	No hit
ASV228	GSL|100.0|OK011828|SH1301428.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	k:Fungi	No hit
ASV229	GS|0.0|None;No hit	No hit	No hit	No hit
ASV230	GS|0.0|None;No hit	No hit	No hit	No hit
ASV231	GS|71.1|KJ921914|SH1081228.09FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Dermateaceae,g:Neofabraea	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Dermateaceae,g:Neofabraea	No hit	No hit
ASV232	GS|0.0|None;No hit	No hit	No hit	No hit
ASV233	GS|0.0|None;No hit	No hit	No hit	No hit
ASV234	GS|0.0|None;No hit	No hit	No hit	No hit
ASV235	SS|0.9100|UDB06552477|SH1169314.09FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Sarcosomataceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Sarcosomataceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Sarcosomataceae	No hit
ASV236	GS|0.0|None;No hit	No hit	No hit	No hit
ASV237	GS|100.0|UDB01977774|SH1070820.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
ASV238	GS|100.0|MK050389|SH1223467.09FU;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium,s:Cystobasidium raffinophilum	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium,s:Cystobasidium raffinophilum	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium,s:Cystobasidium raffinophilum	No hit
ASV239	GS|100.0|UDB083740|SH1085475.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi	No hit
ASV240	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi	No hit
ASV241	GS|0.0|None;No hit	No hit	No hit	No hit
ASV242	SS|1.0000|UDB04323389|SH1087253.09FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae	No hit
ASV243	GS|99.4|AY293801|SH0985300.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Phoma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Phoma	k:Fungi	No hit
ASV244	GS|0.0|None;No hit	No hit	No hit	No hit
ASV245	GSL|100.0|OK012376|SH1225088.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus	No hit
ASV246	GS|98.6|MG925018|SH1091870.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
ASV247	GS|0.0|None;No hit	No hit	No hit	No hit
ASV248	GS|0.0|None;No hit	No hit	No hit	No hit
ASV249	GS|0.0|None;No hit	No hit	No hit	No hit
ASV250	GS|100.0|JX346837|SH1123727.09FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	No hit
ASV251	GS|0.0|None;No hit	No hit	No hit	No hit
ASV252	GSL|100.0|OL636054|SH1301428.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	k:Fungi	No hit
ASV253	GS|0.0|None;No hit	No hit	No hit	No hit
ASV254	GS|100.0|UDB07493484|SH0985300.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Xenodidymella	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Xenodidymella	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae	No hit
ASV255	GS|0.0|None;No hit	No hit	No hit	No hit
ASV256	GSL|98.2|OM250074|SH1240491.09FU;		No hit	No hit
ASV257	GS|0.0|None;No hit	No hit	No hit	No hit
ASV258	GS|0.0|None;No hit	No hit	No hit	No hit
ASV259	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Olpidiomycota,c:Olpidiomycetes,o:Olpidiales,f:Olpidiaceae	No hit
ASV260	SS|1.0000|UDB0861985|SH0881700.09FU;k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Acrophialophora	k:Fungi	No hit
ASV261	GS|0.0|None;No hit	No hit	No hit	No hit
ASV262	GS|0.0|None;No hit	No hit	No hit	No hit
ASV263	GS|0.0|None;No hit	No hit	No hit	No hit
ASV264	GS|0.0|None;No hit	No hit	No hit	No hit
ASV265	GS|0.0|None;No hit	No hit	No hit	No hit
ASV266	GS|0.0|None;No hit	No hit	No hit	No hit
ASV267	GS|0.0|None;No hit	No hit	No hit	No hit
ASV268	GS|0.0|None;No hit	No hit	No hit	No hit
ASV269	GS|96.9|KF028767|SH1072454.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	No hit	No hit
ASV270	GS|0.0|None;No hit	No hit	No hit	No hit
ASV271	GS|0.0|None;No hit	No hit	No hit	No hit
ASV272	GS|0.0|None;No hit	No hit	No hit	No hit
ASV273	GS|0.0|None;No hit	No hit	No hit	No hit
ASV274	GS|0.0|None;No hit	No hit	No hit	No hit
ASV275	GS|0.0|None;No hit	No hit	No hit	No hit
ASV276	GSL|100.0|KP336757|SH0881845.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae	k:Fungi	No hit
ASV277	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi	No hit
ASV278	GS|0.0|None;No hit	No hit	No hit	No hit
ASV279	GS|0.0|None;No hit	No hit	No hit	No hit
ASV280	GS|0.0|None;No hit	No hit	No hit	No hit
ASV281	GS|77.0|UDB01363582|SH0964135.09FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	No hit	No hit
ASV282	GS|0.0|None;No hit	No hit	No hit	No hit
ASV283	GS|0.0|None;No hit	No hit	No hit	No hit
ASV284	SS|0.9100|UDB04497161|SH1290630.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Diatrypaceae,g:Monosporascus	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Diatrypaceae,g:Monosporascus	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Diatrypaceae,g:Monosporascus	No hit
ASV285	GS|0.0|None;No hit	No hit	No hit	No hit
ASV286	GS|87.5|KF028767|SH1072454.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	No hit	No hit
ASV287	GS|0.0|None;No hit	No hit	No hit	No hit
ASV288	GS|98.0|KT269777|SH1290711.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi	No hit
ASV289	GS|0.0|None;No hit	No hit	No hit	No hit
ASV290	GS|97.4|UDB01613393|SH0903815.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	No hit
ASV291	GS|0.0|None;No hit	No hit	No hit	No hit
ASV292	GS|0.0|None;No hit	No hit	No hit	No hit
ASV293	GS|0.0|None;No hit	No hit	No hit	No hit
ASV294	GS|0.0|None;No hit	No hit	No hit	No hit
ASV295	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Rhizaria,p:Cercozoa	No hit
ASV296	GS|99.4|UDB04980116|SH1010467.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Pleiochaeta	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Pleiochaeta	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Pleiochaeta	No hit
ASV297	GS|100.0|JX984778|SH0985300.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae	No hit
ASV298	SS|0.9400|UDB06418192|SH0948056.09FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,g:Trichobolus	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,g:Trichobolus	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,g:Trichobolus	No hit
ASV299	GS|93.8|KF028767|SH1072454.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	No hit	No hit
ASV300	GSL|100.0|JF750744|SH0985300.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae	k:Fungi	No hit
ASV301	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi	No hit
ASV302	GS|0.0|None;No hit	No hit	No hit	No hit
ASV303	SS|0.8500|UDB05030740|SH1039362.09FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota	No hit
ASV304	SS|0.9200|KU990882|SH0978299.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Corynesporascaceae,g:Corynespora,s:Corynespora cassiicola	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
ASV305	GS|0.0|None;No hit	No hit	No hit	No hit
ASV306	GS|0.0|None;No hit	No hit	No hit	No hit
ASV307	GS|100.0|UDB02797736|SH1073269.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	No hit
ASV308	GS|0.0|None;No hit	No hit	No hit	No hit
ASV309	GS|0.0|None;No hit	No hit	No hit	No hit
ASV310	GS|0.0|None;No hit	No hit	No hit	No hit
ASV311	GS|0.0|None;No hit	No hit	No hit	No hit
ASV312	GS|0.0|None;No hit	No hit	No hit	No hit
ASV313	GS|0.0|None;No hit	No hit	No hit	No hit
