	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV2497	NA	NA	NA	NA	NA	NA	NA
ASV2498	NA	NA	NA	NA	NA	NA	NA
ASV2499	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Celosporium	NA
ASV2500	Fungi	NA	NA	NA	NA	NA	NA
ASV2501	NA	NA	NA	NA	NA	NA	NA
ASV2502	NA	NA	NA	NA	NA	NA	NA
ASV2503	NA	NA	NA	NA	NA	NA	NA
ASV2504	NA	NA	NA	NA	NA	NA	NA
ASV2505	NA	NA	NA	NA	NA	NA	NA
ASV2506	NA	NA	NA	NA	NA	NA	NA
ASV2507	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA
ASV2508	NA	NA	NA	NA	NA	NA	NA
ASV2509	Fungi	Ascomycota	NA	NA	NA	Hormiactis	NA
ASV2510	NA	NA	NA	NA	NA	NA	NA
ASV2511	NA	NA	NA	NA	NA	NA	NA
ASV2512	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV2513	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV2514	NA	NA	NA	NA	NA	NA	NA
ASV2516	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV2517	NA	NA	NA	NA	NA	NA	NA
ASV2518	NA	NA	NA	NA	NA	NA	NA
ASV2519	NA	NA	NA	NA	NA	NA	NA
ASV2520	NA	NA	NA	NA	NA	NA	NA
ASV2521	NA	NA	NA	NA	NA	NA	NA
ASV2522	NA	NA	NA	NA	NA	NA	NA
ASV2523	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV2524	NA	NA	NA	NA	NA	NA	NA
ASV2525	NA	NA	NA	NA	NA	NA	NA
ASV2526	NA	NA	NA	NA	NA	NA	NA
ASV2527	NA	NA	NA	NA	NA	NA	NA
ASV2528	NA	NA	NA	NA	NA	NA	NA
ASV2529	NA	NA	NA	NA	NA	NA	NA
ASV2530	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV2531	NA	NA	NA	NA	NA	NA	NA
ASV2532	NA	NA	NA	NA	NA	NA	NA
ASV2533	NA	NA	NA	NA	NA	NA	NA
ASV2534	NA	NA	NA	NA	NA	NA	NA
ASV2535	NA	NA	NA	NA	NA	NA	NA
ASV2536	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV2537	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
ASV2538	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV2539	NA	NA	NA	NA	NA	NA	NA
ASV2540	NA	NA	NA	NA	NA	NA	NA
ASV2541	NA	NA	NA	NA	NA	NA	NA
ASV2542	NA	NA	NA	NA	NA	NA	NA
ASV2543	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV2544	Fungi	NA	NA	NA	NA	NA	NA
ASV2545	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV2546	NA	NA	NA	NA	NA	NA	NA
ASV2547	NA	NA	NA	NA	NA	NA	NA
ASV2548	NA	NA	NA	NA	NA	NA	NA
ASV2549	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA
ASV2550	NA	NA	NA	NA	NA	NA	NA
ASV2551	NA	NA	NA	NA	NA	NA	NA
ASV2552	NA	NA	NA	NA	NA	NA	NA
ASV2553	NA	NA	NA	NA	NA	NA	NA
ASV2554	NA	NA	NA	NA	NA	NA	NA
ASV2555	NA	NA	NA	NA	NA	NA	NA
ASV2556	NA	NA	NA	NA	NA	NA	NA
ASV2557	NA	NA	NA	NA	NA	NA	NA
ASV2558	NA	NA	NA	NA	NA	NA	NA
ASV2559	NA	NA	NA	NA	NA	NA	NA
ASV2560	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV2561	NA	NA	NA	NA	NA	NA	NA
ASV2562	NA	NA	NA	NA	NA	NA	NA
ASV2563	NA	NA	NA	NA	NA	NA	NA
ASV2564	NA	NA	NA	NA	NA	NA	NA
ASV2565	NA	NA	NA	NA	NA	NA	NA
ASV2566	NA	NA	NA	NA	NA	NA	NA
ASV2567	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV2568	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
ASV2569	NA	NA	NA	NA	NA	NA	NA
ASV2570	NA	NA	NA	NA	NA	NA	NA
ASV2571	NA	NA	NA	NA	NA	NA	NA
ASV2572	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
ASV2573	NA	NA	NA	NA	NA	NA	NA
ASV2574	NA	NA	NA	NA	NA	NA	NA
ASV2575	NA	NA	NA	NA	NA	NA	NA
ASV2576	NA	NA	NA	NA	NA	NA	NA
ASV2577	NA	NA	NA	NA	NA	NA	NA
ASV2578	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV2579	NA	NA	NA	NA	NA	NA	NA
ASV2580	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV2581	NA	NA	NA	NA	NA	NA	NA
ASV2582	NA	NA	NA	NA	NA	NA	NA
ASV2583	NA	NA	NA	NA	NA	NA	NA
ASV2584	NA	NA	NA	NA	NA	NA	NA
ASV2585	NA	NA	NA	NA	NA	NA	NA
ASV2586	NA	NA	NA	NA	NA	NA	NA
ASV2587	NA	NA	NA	NA	NA	NA	NA
ASV2588	NA	NA	NA	NA	NA	NA	NA
ASV2589	NA	NA	NA	NA	NA	NA	NA
ASV2590	NA	NA	NA	NA	NA	NA	NA
ASV2591	NA	NA	NA	NA	NA	NA	NA
ASV2592	NA	NA	NA	NA	NA	NA	NA
ASV2593	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV2594	NA	NA	NA	NA	NA	NA	NA
ASV2595	NA	NA	NA	NA	NA	NA	NA
ASV2596	NA	NA	NA	NA	NA	NA	NA
ASV2597	NA	NA	NA	NA	NA	NA	NA
ASV2598	NA	NA	NA	NA	NA	NA	NA
ASV2599	NA	NA	NA	NA	NA	NA	NA
ASV2600	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
ASV2601	NA	NA	NA	NA	NA	NA	NA
ASV2602	NA	NA	NA	NA	NA	NA	NA
ASV2603	NA	NA	NA	NA	NA	NA	NA
ASV2604	NA	NA	NA	NA	NA	NA	NA
ASV2605	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	Acrophialophora levis
ASV2606	NA	NA	NA	NA	NA	NA	NA
ASV2607	NA	NA	NA	NA	NA	NA	NA
ASV2608	NA	NA	NA	NA	NA	NA	NA
ASV2609	NA	NA	NA	NA	NA	NA	NA
ASV2610	NA	NA	NA	NA	NA	NA	NA
ASV2611	NA	NA	NA	NA	NA	NA	NA
ASV2612	NA	NA	NA	NA	NA	NA	NA
ASV2613	Fungi	NA	NA	NA	NA	NA	NA
ASV2614	NA	NA	NA	NA	NA	NA	NA
ASV2615	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
ASV2616	NA	NA	NA	NA	NA	NA	NA
ASV2617	NA	NA	NA	NA	NA	NA	NA
ASV2618	Amoebozoa	NA	NA	NA	NA	NA	NA
ASV2619	NA	NA	NA	NA	NA	NA	NA
ASV2620	NA	NA	NA	NA	NA	NA	NA
ASV2621	NA	NA	NA	NA	NA	NA	NA
ASV2622	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA
ASV2623	NA	NA	NA	NA	NA	NA	NA
ASV2624	NA	NA	NA	NA	NA	NA	NA
ASV2625	NA	NA	NA	NA	NA	NA	NA
ASV2626	NA	NA	NA	NA	NA	NA	NA
ASV2627	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV2628	NA	NA	NA	NA	NA	NA	NA
ASV2629	NA	NA	NA	NA	NA	NA	NA
ASV2630	NA	NA	NA	NA	NA	NA	NA
ASV2631	NA	NA	NA	NA	NA	NA	NA
ASV2632	NA	NA	NA	NA	NA	NA	NA
ASV2633	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV2634	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terrea
ASV2635	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Octospora	NA
ASV2636	NA	NA	NA	NA	NA	NA	NA
ASV2637	NA	NA	NA	NA	NA	NA	NA
ASV2638	NA	NA	NA	NA	NA	NA	NA
ASV2639	NA	NA	NA	NA	NA	NA	NA
ASV2640	NA	NA	NA	NA	NA	NA	NA
ASV2641	NA	NA	NA	NA	NA	NA	NA
ASV2642	NA	NA	NA	NA	NA	NA	NA
ASV2643	NA	NA	NA	NA	NA	NA	NA
ASV2644	NA	NA	NA	NA	NA	NA	NA
ASV2645	NA	NA	NA	NA	NA	NA	NA
ASV2646	NA	NA	NA	NA	NA	NA	NA
ASV2647	NA	NA	NA	NA	NA	NA	NA
ASV2648	NA	NA	NA	NA	NA	NA	NA
ASV2649	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
ASV2650	NA	NA	NA	NA	NA	NA	NA
ASV2651	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV2652	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	NA	NA
ASV2653	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV2654	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
ASV2655	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Hyphodermella	NA
ASV2656	NA	NA	NA	NA	NA	NA	NA
ASV2657	NA	NA	NA	NA	NA	NA	NA
ASV2658	Fungi	NA	NA	NA	NA	NA	NA
ASV2659	NA	NA	NA	NA	NA	NA	NA
ASV2660	NA	NA	NA	NA	NA	NA	NA
ASV2661	NA	NA	NA	NA	NA	NA	NA
ASV2662	NA	NA	NA	NA	NA	NA	NA
ASV2663	NA	NA	NA	NA	NA	NA	NA
ASV2664	NA	NA	NA	NA	NA	NA	NA
ASV2666	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia serpentina
ASV2667	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV2668	Fungi	Ascomycota	Dothideomycetes	Dothideales	NA	NA	NA
ASV2669	NA	NA	NA	NA	NA	NA	NA
ASV2670	NA	NA	NA	NA	NA	NA	NA
ASV2671	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA
ASV2672	NA	NA	NA	NA	NA	NA	NA
ASV2673	NA	NA	NA	NA	NA	NA	NA
ASV2674	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus oreadorum
ASV2675	NA	NA	NA	NA	NA	NA	NA
ASV2676	NA	NA	NA	NA	NA	NA	NA
ASV2677	NA	NA	NA	NA	NA	NA	NA
ASV2678	NA	NA	NA	NA	NA	NA	NA
ASV2679	NA	NA	NA	NA	NA	NA	NA
ASV2680	NA	NA	NA	NA	NA	NA	NA
ASV2681	NA	NA	NA	NA	NA	NA	NA
ASV2682	NA	NA	NA	NA	NA	NA	NA
ASV2683	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pleospora	NA
ASV2684	NA	NA	NA	NA	NA	NA	NA
ASV2685	NA	NA	NA	NA	NA	NA	NA
ASV2686	NA	NA	NA	NA	NA	NA	NA
ASV2687	NA	NA	NA	NA	NA	NA	NA
ASV2688	NA	NA	NA	NA	NA	NA	NA
ASV2689	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	NA
ASV2690	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	NA
ASV2691	NA	NA	NA	NA	NA	NA	NA
ASV2692	NA	NA	NA	NA	NA	NA	NA
ASV2693	NA	NA	NA	NA	NA	NA	NA
ASV2694	NA	NA	NA	NA	NA	NA	NA
ASV2695	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Thyrostroma	Thyrostroma cornicola
ASV2696	NA	NA	NA	NA	NA	NA	NA
ASV2697	NA	NA	NA	NA	NA	NA	NA
ASV2698	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
ASV2699	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV2700	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	Neophaeococcomyces	NA
ASV2701	NA	NA	NA	NA	NA	NA	NA
ASV2702	NA	NA	NA	NA	NA	NA	NA
ASV2703	NA	NA	NA	NA	NA	NA	NA
ASV2704	NA	NA	NA	NA	NA	NA	NA
ASV2705	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	NA	NA
ASV2706	NA	NA	NA	NA	NA	NA	NA
ASV2707	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV2708	NA	NA	NA	NA	NA	NA	NA
ASV2709	NA	NA	NA	NA	NA	NA	NA
ASV2710	NA	NA	NA	NA	NA	NA	NA
ASV2711	NA	NA	NA	NA	NA	NA	NA
ASV2712	NA	NA	NA	NA	NA	NA	NA
ASV2713	NA	NA	NA	NA	NA	NA	NA
ASV2714	NA	NA	NA	NA	NA	NA	NA
ASV2715	NA	NA	NA	NA	NA	NA	NA
ASV2716	NA	NA	NA	NA	NA	NA	NA
ASV2717	NA	NA	NA	NA	NA	NA	NA
ASV2718	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV2719	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	NA	NA
ASV2720	NA	NA	NA	NA	NA	NA	NA
ASV2721	NA	NA	NA	NA	NA	NA	NA
ASV2722	NA	NA	NA	NA	NA	NA	NA
ASV2723	NA	NA	NA	NA	NA	NA	NA
ASV2724	NA	NA	NA	NA	NA	NA	NA
ASV2725	NA	NA	NA	NA	NA	NA	NA
ASV2726	NA	NA	NA	NA	NA	NA	NA
ASV2727	NA	NA	NA	NA	NA	NA	NA
ASV2728	Fungi	NA	NA	NA	NA	NA	NA
ASV2729	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	Neophaeococcomyces	NA
ASV2730	NA	NA	NA	NA	NA	NA	NA
ASV2731	NA	NA	NA	NA	NA	NA	NA
ASV2732	Rhizaria	Haplosporidia	NA	NA	NA	NA	NA
ASV2733	NA	NA	NA	NA	NA	NA	NA
ASV2734	NA	NA	NA	NA	NA	NA	NA
ASV2735	NA	NA	NA	NA	NA	NA	NA
ASV2736	NA	NA	NA	NA	NA	NA	NA
ASV2737	NA	NA	NA	NA	NA	NA	NA
ASV2738	NA	NA	NA	NA	NA	NA	NA
ASV2739	NA	NA	NA	NA	NA	NA	NA
ASV2740	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV2741	NA	NA	NA	NA	NA	NA	NA
ASV2742	NA	NA	NA	NA	NA	NA	NA
ASV2743	NA	NA	NA	NA	NA	NA	NA
ASV2744	NA	NA	NA	NA	NA	NA	NA
ASV2745	NA	NA	NA	NA	NA	NA	NA
ASV2746	NA	NA	NA	NA	NA	NA	NA
ASV2747	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV2748	NA	NA	NA	NA	NA	NA	NA
ASV2749	NA	NA	NA	NA	NA	NA	NA
ASV2750	NA	NA	NA	NA	NA	NA	NA
ASV2751	NA	NA	NA	NA	NA	NA	NA
ASV2752	NA	NA	NA	NA	NA	NA	NA
ASV2753	NA	NA	NA	NA	NA	NA	NA
ASV2754	NA	NA	NA	NA	NA	NA	NA
ASV2755	NA	NA	NA	NA	NA	NA	NA
ASV2756	NA	NA	NA	NA	NA	NA	NA
ASV2757	NA	NA	NA	NA	NA	NA	NA
ASV2758	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV2759	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA
ASV2760	NA	NA	NA	NA	NA	NA	NA
ASV2761	NA	NA	NA	NA	NA	NA	NA
ASV2762	NA	NA	NA	NA	NA	NA	NA
ASV2763	NA	NA	NA	NA	NA	NA	NA
ASV2764	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA
ASV2765	NA	NA	NA	NA	NA	NA	NA
ASV2766	NA	NA	NA	NA	NA	NA	NA
ASV2767	NA	NA	NA	NA	NA	NA	NA
ASV2768	NA	NA	NA	NA	NA	NA	NA
ASV2769	NA	NA	NA	NA	NA	NA	NA
ASV2770	NA	NA	NA	NA	NA	NA	NA
ASV2771	NA	NA	NA	NA	NA	NA	NA
ASV2772	NA	NA	NA	NA	NA	NA	NA
ASV2773	NA	NA	NA	NA	NA	NA	NA
ASV2774	NA	NA	NA	NA	NA	NA	NA
ASV2775	NA	NA	NA	NA	NA	NA	NA
ASV2776	NA	NA	NA	NA	NA	NA	NA
ASV2777	NA	NA	NA	NA	NA	NA	NA
ASV2778	NA	NA	NA	NA	NA	NA	NA
ASV2779	NA	NA	NA	NA	NA	NA	NA
ASV2780	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
ASV2781	NA	NA	NA	NA	NA	NA	NA
ASV2782	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema laurentii
ASV2783	NA	NA	NA	NA	NA	NA	NA
ASV2784	NA	NA	NA	NA	NA	NA	NA
ASV2785	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV2786	NA	NA	NA	NA	NA	NA	NA
ASV2787	NA	NA	NA	NA	NA	NA	NA
ASV2788	NA	NA	NA	NA	NA	NA	NA
ASV2789	NA	NA	NA	NA	NA	NA	NA
ASV2790	NA	NA	NA	NA	NA	NA	NA
ASV2791	NA	NA	NA	NA	NA	NA	NA
ASV2792	NA	NA	NA	NA	NA	NA	NA
ASV2793	NA	NA	NA	NA	NA	NA	NA
ASV2794	NA	NA	NA	NA	NA	NA	NA
ASV2795	NA	NA	NA	NA	NA	NA	NA
ASV2796	NA	NA	NA	NA	NA	NA	NA
ASV2797	NA	NA	NA	NA	NA	NA	NA
ASV2798	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	NA
ASV2799	NA	NA	NA	NA	NA	NA	NA
ASV2800	NA	NA	NA	NA	NA	NA	NA
ASV2801	NA	NA	NA	NA	NA	NA	NA
ASV2802	Fungi	NA	NA	NA	NA	NA	NA
ASV2803	NA	NA	NA	NA	NA	NA	NA
ASV2804	NA	NA	NA	NA	NA	NA	NA
ASV2805	NA	NA	NA	NA	NA	NA	NA
ASV2806	NA	NA	NA	NA	NA	NA	NA
ASV2807	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV2808	NA	NA	NA	NA	NA	NA	NA
ASV2809	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV2810	NA	NA	NA	NA	NA	NA	NA
ASV2811	NA	NA	NA	NA	NA	NA	NA
ASV2812	NA	NA	NA	NA	NA	NA	NA
ASV2813	NA	NA	NA	NA	NA	NA	NA
ASV2814	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV2815	NA	NA	NA	NA	NA	NA	NA
ASV2816	NA	NA	NA	NA	NA	NA	NA
ASV2817	NA	NA	NA	NA	NA	NA	NA
ASV2818	NA	NA	NA	NA	NA	NA	NA
ASV2819	NA	NA	NA	NA	NA	NA	NA
ASV2820	NA	NA	NA	NA	NA	NA	NA
ASV2821	NA	NA	NA	NA	NA	NA	NA
ASV2822	NA	NA	NA	NA	NA	NA	NA
ASV2823	NA	NA	NA	NA	NA	NA	NA
ASV2824	NA	NA	NA	NA	NA	NA	NA
ASV2825	NA	NA	NA	NA	NA	NA	NA
ASV2826	NA	NA	NA	NA	NA	NA	NA
ASV2827	NA	NA	NA	NA	NA	NA	NA
ASV2828	NA	NA	NA	NA	NA	NA	NA
ASV2829	NA	NA	NA	NA	NA	NA	NA
ASV2830	NA	NA	NA	NA	NA	NA	NA
ASV2831	NA	NA	NA	NA	NA	NA	NA
ASV2832	NA	NA	NA	NA	NA	NA	NA
ASV2833	Fungi	Blastocladiomycota	NA	NA	NA	NA	NA
ASV2834	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus piperis
ASV2835	NA	NA	NA	NA	NA	NA	NA
ASV2836	NA	NA	NA	NA	NA	NA	NA
ASV2837	NA	NA	NA	NA	NA	NA	NA
ASV2838	NA	NA	NA	NA	NA	NA	NA
ASV2839	NA	NA	NA	NA	NA	NA	NA
